smiles,source,generator,batch_id,pce_pred,pce_relative_score,validity_score,sa_component_score,molecule_score,availability_score,dft_alignment_score,functional_group_score,feasibility_score,agent_score,dft_homo,dft_lumo,dft_gap,dft_mu,dft_alpha,sa_score,qed,novelty,multi_score,pareto_rank,purchasable,pubchem_cid,scaffold,can
[Rb+].[I-],seed,seed,0,,0.0,1.0,0.0,0.1,0.5,0.3166787703290389,0.0,0.3291696925822597,0.1687509077746778,,,,,,,,,0.1687509077746778,,,,,[I-].[Rb+]
[F-].[Na+],seed,seed,0,,0.0,1.0,0.0,0.1,0.5,0.3166787703290389,0.0,0.3291696925822597,0.1687509077746778,,,,,,,,,0.1687509077746778,,,,,[F-].[Na+]
[K+].[I-],seed,seed,0,,0.0,1.0,0.0,0.1,0.5,0.3166787703290389,0.0,0.3291696925822597,0.1687509077746778,,,,,,,,,0.1687509077746778,,,,,[I-].[K+]
[OH-].[Li+],seed,seed,0,,0.0,1.0,0.0,0.1,0.5,0.3166787703290389,0.0,0.3291696925822597,0.1687509077746778,,,,,,,,,0.1687509077746778,,,,,[Li+].[OH-]
[OH-].[Rb+],seed,seed,0,,0.0,1.0,0.0,0.1,0.5,0.3166787703290389,0.0,0.3291696925822597,0.1687509077746778,,,,,,,,,0.1687509077746778,,,,,[OH-].[Rb+]
CCN1C2=C(C=C3C=CC(=O)OC3=C2)C(C)(C)C1(C)C,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.0,0.3841696925822597,0.1852509077746779,,,,,,,,,0.1852509077746779,,,,O=c1ccc2cc3c(cc2o1)NCC3,CCN1c2cc3oc(=O)ccc3cc2C(C)(C)C1(C)C
O=C1N(CC2=CC=CC=C2)CCCN1,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.4458363592489264,0.2037509077746779,,,,,,,,,0.2037509077746779,,,,O=C1NCCCN1Cc1ccccc1,O=C1NCCCN1Cc1ccccc1
NC(=O)c1cccnc1,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,1.0,0.5841696925822598,0.2452509077746779,,,,,,,,,0.2452509077746779,,,,c1ccncc1,NC(=O)c1cccnc1
NC(=O)c1ncccc1Cl,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,1.0,0.5841696925822598,0.2452509077746779,,,,,,,,,0.2452509077746779,,,,c1ccncc1,NC(=O)c1ncccc1Cl
NC(=O)c1ccc(Cl)cn1,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,1.0,0.5841696925822598,0.2452509077746779,,,,,,,,,0.2452509077746779,,,,c1ccncc1,NC(=O)c1ccc(Cl)cn1
CC(=C)C(=O)OCCN(C)C,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.4358363592489264,0.2007509077746779,,,,,,,,,0.2007509077746779,,,,,C=C(C)C(=O)OCCN(C)C
O=P(O)(O)CCc1ccccc1,seed,seed,0,,0.0,1.0,0.0,0.1,0.55,0.3166787703290389,0.3333333333333333,0.3958363592489264,0.1887509077746779,,,,,,,,,0.1887509077746779,,,,c1ccccc1,O=P(O)(O)CCc1ccccc1
COc1ccc2c3cc(OC)ccc3n(CCP(=O)(O)O)c2c1,seed,seed,0,,0.0,1.0,0.0,0.1,0.55,0.3166787703290389,0.3333333333333333,0.3799536925822597,0.1839861077746779,,,,,,,,,0.1839861077746779,,,,c1ccc2c(c1)[nH]c1ccccc12,COc1ccc2c(c1)c1ccc(OC)cc1n2CCP(=O)(O)O
O=C(NC1=NCCN1)N1CCOCC1.Cl,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.4558363592489264,0.2067509077746779,,,,,,,,,0.2067509077746779,,,,O=C(NC1=NCCN1)N1CCOCC1,Cl.O=C(NC1=NCCN1)N1CCOCC1
C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,seed,seed,0,,0.0,1.0,0.0,0.1,0.3,0.3166787703290389,0.0,0.1841696925822597,0.1252509077746779,,,,,,,,,0.1252509077746779,,,,C1C[C@@H]2OC[C@H]1O[C@@H]1CC[C@@H](CO1)O[C@@H]1CC[C@@H](CO1)O[C@@H]1CC[C@@H](CO1)O[C@@H]1CC[C@@H](CO1)O[C@@H]1CC[C@@H](CO1)O[C@@H]1CC[C@@H](CO1)O2,OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO
COC(=O)c1sc(=S)[nH]c1C,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.4508363592489264,0.2052509077746779,,,,,,,,,0.2052509077746779,,,,S=c1[nH]ccs1,COC(=O)c1sc(=S)[nH]c1C
NC(=S)Nc1ccc(Br)cc1,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.4508363592489264,0.2052509077746779,,,,,,,,,0.2052509077746779,,,,c1ccccc1,NC(=S)Nc1ccc(Br)cc1
OC(=O)c1cccc(S)c1,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.6666666666666666,0.517503025915593,0.2252509077746778,,,,,,,,,0.2252509077746778,,,,c1ccccc1,O=C(O)c1cccc(S)c1
NC=O,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.6666666666666666,0.5225030259155931,0.2267509077746778,,,,,,,,,0.2267509077746778,,,,,NC=O
[NH3+]CC[NH3+].[I-].[I-],seed,seed,0,,0.0,1.0,0.0,0.1,0.5,0.3166787703290389,0.3333333333333333,0.3881823592489264,0.1864547077746779,,,,,,,,,0.1864547077746779,,,,,[I-].[I-].[NH3+]CC[NH3+]
NS(=O)(=O)CCN.Cl,seed,seed,0,,0.0,1.0,0.0,0.1,0.5,0.3166787703290389,0.3333333333333333,0.3858363592489264,0.1857509077746779,,,,,,,,,0.1857509077746779,,,,,Cl.NCCS(N)(=O)=O
Brc1cc2c(Br)csc2s1,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.4558363592489264,0.2067509077746779,,,,,,,,,0.2067509077746779,,,,c1cc2ccsc2s1,Brc1cc2c(Br)csc2s1
CN1CCCN(C)C1=O,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.4558363592489264,0.2067509077746779,,,,,,,,,0.2067509077746779,,,,O=C1NCCCN1,CN1CCCN(C)C1=O
c1ccc2c(c1)oc1ccccc12,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.0,0.3891696925822597,0.1867509077746779,,,,,,,,,0.1867509077746779,,,,c1ccc2c(c1)oc1ccccc12,c1ccc2c(c1)oc1ccccc12
CC(=O)[O-].NC(=[NH2+])N,seed,seed,0,,0.0,1.0,0.0,0.1,0.5,0.3166787703290389,0.6666666666666666,0.462503025915593,0.2087509077746778,,,,,,,,,0.2087509077746778,,,,,CC(=O)[O-].NC(N)=[NH2+]
c1csc(c1)c1cc(cc(c1)c1cccs1)c1cccs1,seed,seed,0,,0.0,1.0,0.0,0.1,0.5,0.3166787703290389,0.3333333333333333,0.3767538592489263,0.1830261577746779,,,,,,,,,0.1830261577746779,,,,c1csc(-c2cc(-c3cccs3)cc(-c3cccs3)c2)c1,c1csc(-c2cc(-c3cccs3)cc(-c3cccs3)c2)c1
Nc1ncc(F)c(N)n1,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.4558363592489264,0.2067509077746779,,,,,,,,,0.2067509077746779,,,,c1cncnc1,Nc1ncc(F)c(N)n1
NC(CCCCNC(=N)N)C(=O)O.Cl,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,1.0,0.5591696925822598,0.2377509077746779,,,,,,,,,0.2377509077746779,,,,,Cl.N=C(N)NCCCCC(N)C(=O)O
CCSC(=[NH2+])N.[Br-],seed,seed,0,,0.0,1.0,0.0,0.1,0.5,0.3166787703290389,0.3333333333333333,0.3908363592489263,0.1872509077746779,,,,,,,,,0.1872509077746779,,,,,CCSC(N)=[NH2+].[Br-]
NCc1cccc(Cl)c1,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.4508363592489264,0.2052509077746779,,,,,,,,,0.2052509077746779,,,,c1ccccc1,NCc1cccc(Cl)c1
NCc1ccc(CN)cc1,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.4458363592489264,0.2037509077746779,,,,,,,,,0.2037509077746779,,,,c1ccccc1,NCc1ccc(CN)cc1
[K+].[S-]C#N,seed,seed,0,,0.0,1.0,0.0,0.1,0.5,0.3166787703290389,0.3333333333333333,0.3958363592489263,0.1887509077746779,,,,,,,,,0.1887509077746779,,,,,N#C[S-].[K+]
[Rb+].[S-]C#N,seed,seed,0,,0.0,1.0,0.0,0.1,0.5,0.3166787703290389,0.3333333333333333,0.3958363592489263,0.1887509077746779,,,,,,,,,0.1887509077746779,,,,,N#C[S-].[Rb+]
[S-]C#N.[S-]C#N.[Pb+2],seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.4519413592489264,0.2055824077746779,,,,,,,,,0.2055824077746779,,,,,N#C[S-].N#C[S-].[Pb+2]
Fc1c(F)c(F)c(F)c(F)c1COc1cccc2cccnc12,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.4366303592489264,0.2009891077746779,,,,,,,,,0.2009891077746779,,,,c1ccc(COc2cccc3cccnc23)cc1,Fc1c(F)c(F)c(COc2cccc3cccnc23)c(F)c1F
COc1ccc(N(C)c2ccc(C=C(C#N)P(=O)(O)O)cc2)cc1,seed,seed,0,,0.0,1.0,0.0,0.1,0.55,0.3166787703290389,0.6666666666666666,0.445118525915593,0.2035355577746779,,,,,,,,,0.2035355577746779,,,,c1ccc(Nc2ccccc2)cc1,COc1ccc(N(C)c2ccc(C=C(C#N)P(=O)(O)O)cc2)cc1
O=C(OI(OC(=O)C(F)(F)F)c1ccccc1)C(F)(F)F,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.4191633592489264,0.1957490077746779,,,,,,,,,0.1957490077746779,,,,c1ccccc1,O=C(OI(OC(=O)C(F)(F)F)c1ccccc1)C(F)(F)F
Nc1cncc(C(=O)O)c1,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,1.0,0.5841696925822598,0.2452509077746779,,,,,,,,,0.2452509077746779,,,,c1ccncc1,Nc1cncc(C(=O)O)c1
O=C(N1N=Nc2ccccc21)C(F)(F)F,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.4558363592489264,0.2067509077746779,,,,,,,,,0.2067509077746779,,,,c1ccc2[nH]nnc2c1,O=C(n1nnc2ccccc21)C(F)(F)F
[O-]P([O-])[O-].[K+].[K+],seed,seed,0,,0.0,1.0,0.0,0.1,0.35,0.3166787703290389,0.0,0.2841696925822597,0.1552509077746779,,,,,,,,,0.1552509077746779,,,,,[K+].[K+].[O-]P([O-])[O-]
Nc1c(Br)cncc1C(=O)O,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,1.0,0.5841696925822598,0.2452509077746779,,,,,,,,,0.2452509077746779,,,,c1ccncc1,Nc1c(Br)cncc1C(=O)O
Cc1ccc(S(=O)(=O)O)cc1,seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.4508363592489264,0.2052509077746779,,,,,,,,,0.2052509077746779,,,,c1ccccc1,Cc1ccc(S(=O)(=O)O)cc1
C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C.[Na+],seed,seed,0,,0.0,1.0,0.0,0.1,0.7000000000000001,0.3166787703290389,0.3333333333333333,0.399900525915593,0.1899701577746779,,,,,,,,,0.1899701577746779,,,,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1,C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C.[Na+]
C/C=C/C=C/C(=O)[O-].[K+],seed,seed,0,,0.0,1.0,0.0,0.1,0.5,0.3166787703290389,0.3333333333333333,0.3858363592489264,0.1857509077746779,,,,,,,,,0.1857509077746779,,,,,C/C=C/C=C/C(=O)[O-].[K+]
